Incidence and mortality trends by age
"10 registries, Both sexes, 6 cancers, All ages, by 30 year age groups"
"Indicator","Registry","Sex","Cancer","Age group",1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,
"Mortality","DE Lower Saxony","Male","Lung","30-59","","","","","","","","","","",29.5,30.3,29.1,29.5,31.4,29.9,30.1,30.2,26.6,26.7,"",
"Mortality","DE Lower Saxony","Male","Lung","0-29","","","","","","","","","","",0.1,0.1,0.1,0.1,0.2,0.1,0.0,0.1,0.2,0.2,"",
"Mortality","DE Lower Saxony","Male","Pancreas","60+","","","","","","","","","","",56.7,63.3,59.4,59.5,59.0,64.0,67.7,62.0,63.7,72.3,"",
"Mortality","DE Lower Saxony","Male","Pancreas","30-59","","","","","","","","","","",5.6,6.2,6.4,5.8,6.0,6.3,6.3,6.8,6.2,8.4,"",
"Mortality","DE Lower Saxony","Male","Pancreas","0-29","","","","","","","","","","",0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,"",
"Mortality","DE Lower Saxony","Male","Stomach","60+","","","","","","","","","","",60.3,63.5,60.0,61.1,55.1,50.4,51.1,53.1,49.4,50.3,"",
"Mortality","DE Lower Saxony","Male","Stomach","30-59","","","","","","","","","","",5.8,6.0,5.5,5.8,5.8,6.1,5.6,4.5,5.2,4.6,"",
"Mortality","DE Lower Saxony","Male","Stomach","0-29","","","","","","","","","","",0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,"",
"Mortality","DE Lower Saxony","Female","Leukaemia","60+","","","","","","","","","","",27.1,26.8,31.2,26.1,24.6,23.5,21.4,23.9,25.1,21.8,"",
"Mortality","DE Lower Saxony","Female","Leukaemia","30-59","","","","","","","","","","",2.5,2.2,2.4,1.6,2.7,2.0,2.0,1.8,1.6,1.9,"",
"Mortality","DE Lower Saxony","Female","Leukaemia","0-29","","","","","","","","","","",0.3,0.6,0.3,0.4,0.8,0.5,0.5,0.7,0.8,0.3,"",
"Mortality","DE Lower Saxony","Female","Thyroid gland","60+","","","","","","","","","","",3.9,2.3,2.8,2.4,2.5,3.0,2.3,2.4,3.1,2.4,"",
"Mortality","DE Lower Saxony","Female","Thyroid gland","30-59","","","","","","","","","","",0.3,0.2,0.3,0.1,0.2,0.1,0.3,0.3,0.3,0.1,"",
"Mortality","DE Lower Saxony","Female","Thyroid gland","0-29","","","","","","","","","","",0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,"",
"Mortality","DE Lower Saxony","Female","Melanoma of the skin","60+","","","","","","","","","","",8.0,7.9,8.5,7.0,8.6,5.6,7.0,8.0,7.7,7.8,"",
"Mortality","DE Lower Saxony","Female","Melanoma of the skin","30-59","","","","","","","","","","",1.9,1.1,1.5,2.1,1.5,1.7,1.7,1.4,1.3,1.8,"",
"Mortality","DE Lower Saxony","Female","Melanoma of the skin","0-29","","","","","","","","","","",0.0,0.2,0.0,0.2,0.1,0.0,0.0,0.3,0.0,0.0,"",
"Mortality","DE Lower Saxony","Female","Lung","60+","","","","","","","","","","",76.9,72.3,74.8,79.5,83.2,83.9,89.6,89.0,97.2,103.4,"",
"Mortality","DE Lower Saxony","Female","Lung","30-59","","","","","","","","","","",13.9,14.5,17.0,14.7,16.8,17.1,17.0,16.7,18.0,19.6,"",
"Mortality","DE Lower Saxony","Female","Lung","0-29","","","","","","","","","","",0.1,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,"",
"Mortality","DE Lower Saxony","Female","Pancreas","60+","","","","","","","","","","",49.7,55.1,56.1,53.2,53.9,54.7,55.3,57.4,56.2,60.6,"",
"Mortality","DE Lower Saxony","Female","Pancreas","30-59","","","","","","","","","","",3.6,3.0,3.0,4.5,4.8,3.9,5.2,4.9,4.6,4.6,"",
"Mortality","DE Lower Saxony","Female","Pancreas","0-29","","","","","","","","","","",0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,"",
"Mortality","DE Lower Saxony","Female","Stomach","60+","","","","","","","","","","",40.7,40.7,36.6,35.6,34.7,32.9,32.8,30.7,31.9,28.9,"",
"Mortality","DE Lower Saxony","Female","Stomach","30-59","","","","","","","","","","",4.1,3.5,3.8,3.0,3.0,3.8,2.8,3.1,3.4,3.8,"",
"Mortality","DE Lower Saxony","Female","Stomach","0-29","","","","","","","","","","",0.0,0.0,0.0,0.2,0.1,0.2,0.1,0.1,0.1,0.0,"",
"Mortality","DE Schleswig-Holstein","Male","Leukaemia","60+","","","","","",38.3,37.6,38.4,33.8,30.7,32.5,34.9,25.4,26.5,28.8,34.5,27.8,27.6,30.6,33.0,"",
"Mortality","DE Schleswig-Holstein","Male","Leukaemia","30-59","","","","","",3.9,4.0,3.2,3.6,3.1,3.3,3.0,2.3,2.1,1.3,2.3,0.8,1.5,2.7,2.6,"",
"Mortality","DE Schleswig-Holstein","Male","Leukaemia","0-29","","","","","",1.5,0.9,1.3,0.9,1.3,0.7,0.7,0.9,1.1,1.4,0.2,0.5,0.0,1.2,1.6,"",
"Mortality","DE Schleswig-Holstein","Male","Thyroid gland","60+","","","","","",3.5,1.5,1.1,1.3,1.6,3.2,1.9,2.8,1.5,1.2,2.6,1.2,1.4,3.4,1.7,"",
"Mortality","DE Schleswig-Holstein","Male","Thyroid gland","30-59","","","","","",0.3,0.5,0.2,0.2,0.2,0.7,0.2,0.3,0.2,0.2,0.3,0.7,0.3,0.0,0.2,"",
"Mortality","DE Schleswig-Holstein","Male","Thyroid gland","0-29","","","","","",0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Schleswig-Holstein","Male","Melanoma of the skin","60+","","","","","",6.9,10.6,11.2,14.1,9.8,9.2,11.5,11.1,12.8,9.0,5.9,5.8,7.7,12.2,11.2,"",
"Mortality","DE Schleswig-Holstein","Male","Melanoma of the skin","30-59","","","","","",2.3,3.4,3.2,2.4,1.9,1.0,2.1,3.3,1.6,2.0,0.5,2.2,2.0,2.1,2.4,"",
"Mortality","DE Schleswig-Holstein","Male","Melanoma of the skin","0-29","","","","","",0.0,0.2,0.4,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.2,"",
"Mortality","DE Schleswig-Holstein","Male","Lung","60+","","","","","",284.6,273.5,303.3,281.1,259.9,298.0,275.4,262.0,264.8,266.1,245.0,244.7,254.8,259.4,251.8,"",
"Mortality","DE Schleswig-Holstein","Male","Lung","30-59","","","","","",38.3,36.8,32.8,33.4,33.3,28.7,32.9,32.1,27.1,29.4,23.0,26.8,30.4,28.3,24.9,"",
"Mortality","DE Schleswig-Holstein","Male","Lung","0-29","","","","","",0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.5,0.0,0.0,"",
"Mortality","DE Schleswig-Holstein","Male","Pancreas","60+","","","","","",51.3,48.2,61.4,51.3,60.7,58.3,63.5,60.9,66.1,60.8,55.9,61.6,66.3,66.3,62.0,"",
"Mortality","DE Schleswig-Holstein","Male","Pancreas","30-59","","","","","",7.4,8.1,5.5,6.3,6.3,6.5,6.1,6.4,6.9,6.1,7.4,5.0,6.2,7.2,5.8,"",
"Mortality","DE Schleswig-Holstein","Male","Pancreas","0-29","","","","","",0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Schleswig-Holstein","Male","Stomach","60+","","","","","",75.5,77.8,57.9,61.0,63.3,58.6,57.3,47.6,46.6,45.0,45.9,37.3,37.9,41.4,45.5,"",
"Mortality","DE Schleswig-Holstein","Male","Stomach","30-59","","","","","",6.9,8.7,6.1,6.3,7.3,6.0,5.4,3.9,3.8,4.6,5.5,3.0,5.0,6.5,4.5,"",
"Mortality","DE Schleswig-Holstein","Male","Stomach","0-29","","","","","",0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,"",
"Mortality","DE Schleswig-Holstein","Female","Leukaemia","60+","","","","","",26.3,25.7,25.9,22.8,25.0,23.3,19.4,19.8,21.9,21.2,24.6,17.8,21.6,23.1,20.1,"",
"Mortality","DE Schleswig-Holstein","Female","Leukaemia","30-59","","","","","",2.2,3.0,2.5,2.7,2.0,1.7,2.5,2.0,1.5,2.2,1.8,1.3,0.7,2.2,0.8,"",
"Mortality","DE Schleswig-Holstein","Female","Leukaemia","0-29","","","","","",0.7,0.7,0.5,0.2,0.2,1.1,1.1,0.5,0.7,0.9,0.5,0.7,1.2,1.0,0.5,"",
"Mortality","DE Schleswig-Holstein","Female","Thyroid gland","60+","","","","","",4.3,4.5,3.3,2.0,3.5,3.4,3.4,0.5,2.2,2.6,2.4,1.9,2.8,2.3,3.2,"",
"Mortality","DE Schleswig-Holstein","Female","Thyroid gland","30-59","","","","","",0.2,0.3,0.0,0.3,0.2,0.3,0.5,0.2,0.3,0.2,0.0,0.5,0.0,0.3,0.2,"",
"Mortality","DE Schleswig-Holstein","Female","Thyroid gland","0-29","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,"",
"Mortality","DE Schleswig-Holstein","Female","Melanoma of the skin","60+","","","","","",9.7,7.9,8.7,10.5,7.9,7.8,5.6,5.8,5.8,6.7,3.5,3.7,4.6,9.5,7.8,"",
"Mortality","DE Schleswig-Holstein","Female","Melanoma of the skin","30-59","","","","","",1.5,2.3,1.5,1.7,2.2,1.5,2.3,0.8,1.8,1.3,1.0,0.8,0.7,1.3,2.7,"",
"Mortality","DE Schleswig-Holstein","Female","Melanoma of the skin","0-29","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,"",
"Mortality","DE Schleswig-Holstein","Female","Lung","60+","","","","","",73.9,67.1,82.5,81.2,81.3,80.1,91.5,84.4,90.6,81.5,91.4,95.0,101.9,111.4,111.2,"",
"Mortality","DE Schleswig-Holstein","Female","Lung","30-59","","","","","",11.9,14.7,15.8,17.9,17.3,19.2,16.7,21.0,17.8,17.7,19.9,19.2,21.5,18.6,23.8,"",
"Mortality","DE Schleswig-Holstein","Female","Lung","0-29","","","","","",0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,"",
"Mortality","DE Schleswig-Holstein","Female","Pancreas","60+","","","","","",51.9,51.6,47.9,56.4,55.7,54.9,46.0,50.1,63.5,55.1,53.4,59.0,52.8,61.4,59.7,"",
"Mortality","DE Schleswig-Holstein","Female","Pancreas","30-59","","","","","",5.3,4.0,3.7,3.0,3.0,5.5,4.2,4.3,4.7,1.8,4.3,3.9,5.2,4.8,6.5,"",
"Mortality","DE Schleswig-Holstein","Female","Pancreas","0-29","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Schleswig-Holstein","Female","Stomach","60+","","","","","",48.6,45.6,46.1,44.4,41.9,39.9,44.5,29.0,34.6,29.3,30.9,23.6,23.6,24.0,24.3,"",
"Mortality","DE Schleswig-Holstein","Female","Stomach","30-59","","","","","",4.3,4.2,4.8,3.7,4.0,5.7,4.8,3.3,3.5,4.3,3.9,1.7,2.7,2.7,2.5,"",
"Mortality","DE Schleswig-Holstein","Female","Stomach","0-29","","","","","",0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,"",
"Mortality","DE Hessen","Male","Leukaemia","60+","","","","","",36.3,30.4,36.0,33.7,35.7,37.0,34.8,36.1,34.1,35.8,33.7,30.4,37.0,33.3,39.9,40.3,
"Mortality","DE Hessen","Male","Leukaemia","30-59","","","","","",4.4,3.0,3.0,3.6,2.9,2.5,2.4,2.1,2.5,1.9,3.0,2.3,2.6,2.6,1.9,2.8,
"Mortality","DE Hessen","Male","Leukaemia","0-29","","","","","",1.2,2.1,1.1,1.3,0.9,0.7,0.9,0.9,0.7,0.4,0.4,0.4,0.6,1.1,0.6,0.5,
"Mortality","DE Hessen","Male","Thyroid gland","60+","","","","","",2.0,3.4,2.9,2.5,2.3,3.0,2.3,2.5,2.5,3.2,1.6,1.7,2.1,2.7,2.8,2.3,
"Mortality","DE Hessen","Male","Thyroid gland","30-59","","","","","",0.6,0.4,0.3,0.1,0.2,0.3,0.4,0.1,0.4,0.1,0.3,0.4,0.2,0.2,0.5,0.0,
"Mortality","DE Hessen","Male","Thyroid gland","0-29","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Mortality","DE Hessen","Male","Melanoma of the skin","60+","","","","","",9.2,11.3,8.3,10.3,7.6,11.6,7.8,8.8,12.9,11.2,11.9,10.1,12.2,12.0,16.5,14.9,
"Mortality","DE Hessen","Male","Melanoma of the skin","30-59","","","","","",1.6,2.0,2.0,1.6,1.8,1.8,1.8,1.7,2.0,2.6,2.5,1.7,2.3,2.4,2.0,2.1,
"Mortality","DE Hessen","Male","Melanoma of the skin","0-29","","","","","",0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.2,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,
"Mortality","DE Hessen","Male","Lung","60+","","","","","",274.4,256.9,273.6,267.2,255.7,259.6,262.2,246.8,258.5,247.9,237.3,233.2,238.2,236.3,230.3,234.0,
"Mortality","DE Hessen","Male","Lung","30-59","","","","","",31.4,29.9,30.7,28.7,26.3,27.6,26.1,27.1,27.3,24.0,23.8,25.8,21.4,23.1,23.8,23.5,
"Mortality","DE Hessen","Male","Lung","0-29","","","","","",0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.2,0.0,0.1,0.1,0.1,0.1,0.0,0.1,
"Mortality","DE Hessen","Male","Pancreas","60+","","","","","",53.6,54.7,65.3,61.8,57.6,62.9,62.6,59.4,59.5,63.9,60.4,64.4,59.0,69.5,67.0,72.6,
"Mortality","DE Hessen","Male","Pancreas","30-59","","","","","",5.9,6.8,5.5,6.2,6.5,5.7,5.9,5.8,5.3,6.7,5.8,6.5,5.6,6.3,6.2,6.7,
"Mortality","DE Hessen","Male","Pancreas","0-29","","","","","",0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Mortality","DE Hessen","Male","Stomach","60+","","","","","",78.3,66.8,68.6,56.1,58.1,58.9,49.7,51.9,49.6,51.9,47.6,45.9,49.3,45.1,40.1,40.0,
"Mortality","DE Hessen","Male","Stomach","30-59","","","","","",5.6,7.4,5.3,4.4,5.9,4.5,4.5,5.4,5.6,4.6,4.9,4.7,5.4,4.7,3.8,4.3,
"Mortality","DE Hessen","Male","Stomach","0-29","","","","","",0.1,0.2,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.3,0.1,0.1,0.0,0.1,
"Mortality","DE Hessen","Female","Leukaemia","60+","","","","","",23.4,25.1,24.0,25.3,23.1,21.8,27.5,26.2,24.1,24.1,25.4,21.2,23.6,27.0,25.6,26.7,
"Mortality","DE Hessen","Female","Leukaemia","30-59","","","","","",2.3,2.0,2.6,2.6,2.3,2.0,1.9,1.9,2.3,2.8,2.0,2.0,1.5,1.5,2.1,1.7,
"Mortality","DE Hessen","Female","Leukaemia","0-29","","","","","",1.3,1.2,0.8,0.7,0.6,0.5,0.4,0.6,0.7,0.0,0.5,1.0,0.6,0.8,0.3,0.3,
"Mortality","DE Hessen","Female","Thyroid gland","60+","","","","","",3.4,4.2,4.5,2.7,3.9,3.6,3.4,3.1,4.5,3.1,3.4,2.8,3.6,2.5,3.2,2.6,
"Mortality","DE Hessen","Female","Thyroid gland","30-59","","","","","",0.1,0.4,0.4,0.5,0.1,0.1,0.2,0.1,0.2,0.4,0.1,0.5,0.1,0.1,0.2,0.1,
"Mortality","DE Hessen","Female","Thyroid gland","0-29","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,
"Mortality","DE Hessen","Female","Melanoma of the skin","60+","","","","","",7.9,6.4,5.7,6.4,8.4,6.9,6.5,7.1,4.7,7.6,7.0,6.3,5.9,6.6,8.5,6.8,
"Mortality","DE Hessen","Female","Melanoma of the skin","30-59","","","","","",1.6,1.2,1.1,1.7,1.5,1.3,1.4,1.1,1.3,1.6,1.0,2.5,2.1,1.8,2.0,1.2,
"Mortality","DE Hessen","Female","Melanoma of the skin","0-29","","","","","",0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.2,0.1,0.0,0.0,
"Mortality","DE Hessen","Female","Lung","60+","","","","","",57.5,64.7,62.4,65.9,66.1,68.5,67.8,71.3,77.0,77.2,74.9,85.9,84.1,84.7,86.5,103.8,
"Mortality","DE Hessen","Female","Lung","30-59","","","","","",11.1,11.5,13.3,13.9,14.3,16.2,13.8,14.3,14.1,17.1,16.1,15.6,16.7,18.1,19.3,16.5,
"Mortality","DE Hessen","Female","Lung","0-29","","","","","",0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Mortality","DE Hessen","Female","Pancreas","60+","","","","","",53.3,52.3,51.1,52.0,56.6,53.0,56.0,59.7,59.6,60.4,56.0,62.1,56.7,62.9,67.4,63.5,
"Mortality","DE Hessen","Female","Pancreas","30-59","","","","","",3.6,4.4,3.5,3.8,3.3,3.3,2.9,4.2,4.0,3.9,3.8,5.3,4.8,3.8,4.5,3.8,
"Mortality","DE Hessen","Female","Pancreas","0-29","","","","","",0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Mortality","DE Hessen","Female","Stomach","60+","","","","","",50.5,41.6,44.4,43.7,38.2,31.8,34.1,32.2,33.6,30.8,31.9,25.6,28.1,27.4,27.0,26.2,
"Mortality","DE Hessen","Female","Stomach","30-59","","","","","",4.0,3.2,4.0,3.0,2.7,2.9,3.5,2.4,3.5,3.2,3.9,3.0,2.4,3.8,1.8,2.5,
"Mortality","DE Hessen","Female","Stomach","0-29","","","","","",0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.2,0.1,0.0,0.0,0.0,
Source: ECIS - European Cancer Information System
From https://ecis.jrc.ec.europa.eu/, accessed on 19/5/2020
(C) European union, 2020"
